match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,out/not_out,match_id
Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen,c Pramod Madushan b Chameera,3,6,0,0,50.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,2,Divan la Cock,c Shanaka b Pramod Madushan,9,9,1,0,100.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,3,Jan Nicol Loftie-Eaton,c †Mendis b Karunaratne,20,12,1,2,166.66,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,4,Stephan Baard,c DM de Silva b Pramod Madushan,26,24,2,0,108.33,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,5,Gerhard Erasmus,c Gunathilaka b PWH de Silva,20,24,0,0,83.33,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,6,Jan Frylinck,run out (Gunathilaka/†Mendis),44,28,4,0,157.14,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,7,David Wiese,c †Mendis b Theekshana,0,1,0,0,0.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Namibia,8,JJ Smit,,31,16,2,2,193.75,Not Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,c Smit b Shikongo,9,10,1,0,90.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,2,Kusal Mendis,c †Green b Wiese,6,6,0,0,100.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,c Shikongo b Frylinck,12,11,1,0,109.09,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,4,Danushka Gunathilaka,c †Green b Shikongo,0,1,0,0,0.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,c la Cock b Scholtz,20,21,2,0,95.23,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka,c †Green b Frylinck,29,23,2,1,126.08,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga de Silva,c Loftie-Eaton b Scholtz,4,8,0,0,50.00,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,c Baard b Smit,5,8,0,0,62.50,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,9,Pramod Madushan,run out (van Lingen/†Green),0,0,0,0,-,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera,c Erasmus b Wiese,8,15,0,0,53.33,Out,T20I # 1823
Namibia Vs Sri Lanka,Sri Lanka,11,Maheesh Theekshana,,11,11,0,1,100.00,Not Out,T20I # 1823
U.A.E. Vs Netherlands,U.A.E.,1,Chirag Suri,c †Edwards b van der Merwe,12,20,1,0,60.00,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,2,Muhammad Waseem,c Pringle b Klaassen,41,47,1,2,87.23,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,3,Kashif Daud, b Pringle,15,14,0,1,107.14,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,4,Vriitya Aravind,c Klaassen b de Leede,18,21,0,0,85.71,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,5,Zawar Farid,run out (Ackermann/†Edwards),2,4,0,0,50.00,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,6,Basil Hameed,c van der Merwe b de Leede,4,4,1,0,100.00,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,7,Chundangapoyil Rizwan, b de Leede,1,2,0,0,50.00,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,8,Aayan Afzal Khan,c Cooper b Klaassen,5,7,0,0,71.42,Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,9,Karthik Meiyappan,,0,0,0,0,-,Not Out,T20I # 1825
U.A.E. Vs Netherlands,U.A.E.,10,Junaid Siddique,,0,1,0,0,0.00,Not Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,1,Vikramjit Singh, b Basil Hameed,10,7,2,0,142.85,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,2,Max O'Dowd, b Junaid Siddique,23,18,3,1,127.77,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,3,Bas de Leede,c Rizwan b Meiyappan,14,18,1,0,77.77,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,4,Colin Ackermann,c Junaid Siddique b Aayan Afzal Khan,17,19,1,0,89.47,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,5,Tom Cooper,lbw b Junaid Siddique,8,16,0,0,50.00,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,6,Scott Edwards,,16,19,0,0,84.21,Not Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,7,Roelof van der Merwe, b Junaid Siddique,0,2,0,0,0.00,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,8,Tim Pringle, b Zahoor Khan,15,16,0,0,93.75,Out,T20I # 1825
U.A.E. Vs Netherlands,Netherlands,9,Logan van Beek,,4,4,0,0,100.00,Not Out,T20I # 1825
Scotland Vs West Indies,Scotland,1,George Munsey,,66,53,9,0,124.52,Not Out,T20I # 1826
Scotland Vs West Indies,Scotland,2,Michael Jones, b Holder,20,17,3,0,117.64,Out,T20I # 1826
Scotland Vs West Indies,Scotland,3,Matthew Cross,c Brooks b Holder,3,5,0,0,60.00,Out,T20I # 1826
Scotland Vs West Indies,Scotland,4,Richie Berrington,c Mayers b Joseph,16,14,0,1,114.28,Out,T20I # 1826
Scotland Vs West Indies,Scotland,5,Calum MacLeod,c King b Smith,23,14,4,0,164.28,Out,T20I # 1826
Scotland Vs West Indies,Scotland,6,Michael Leask, b Joseph,4,6,0,0,66.66,Out,T20I # 1826
Scotland Vs West Indies,Scotland,7,Chris Greaves,,16,11,2,0,145.45,Not Out,T20I # 1826
Scotland Vs West Indies,West Indies,1,Kyle Mayers,c Munsey b Davey,20,13,3,1,153.84,Out,T20I # 1826
Scotland Vs West Indies,West Indies,2,Evin Lewis,c Jones b Wheal,14,13,1,1,107.69,Out,T20I # 1826
Scotland Vs West Indies,West Indies,3,Brandon King, b Watt,17,15,3,0,113.33,Out,T20I # 1826
Scotland Vs West Indies,West Indies,4,Nicholas Pooran, b Leask,5,9,0,0,55.55,Out,T20I # 1826
Scotland Vs West Indies,West Indies,5,Shamarh Brooks,c Leask b Wheal,4,9,0,0,44.44,Out,T20I # 1826
Scotland Vs West Indies,West Indies,6,Rovman Powell,c MacLeod b Leask,5,6,0,0,83.33,Out,T20I # 1826
Scotland Vs West Indies,West Indies,7,Jason Holder,c Greaves b Sharif,38,33,4,1,115.15,Out,T20I # 1826
Scotland Vs West Indies,West Indies,8,Akeal Hosein,run out (†Cross/Leask),1,1,0,0,100.00,Out,T20I # 1826
Scotland Vs West Indies,West Indies,9,Alzarri Joseph,c †Cross b Watt,0,1,0,0,0.00,Out,T20I # 1826
Scotland Vs West Indies,West Indies,10,Odean Smith,c Greaves b Watt,5,8,0,0,62.50,Out,T20I # 1826
Scotland Vs West Indies,West Indies,11,Obed McCoy,,2,3,0,0,66.66,Not Out,T20I # 1826
Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva,c †Tucker b Little,0,2,0,0,0.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,2,Craig Ervine,st †Tucker b Simi Singh,9,12,1,0,75.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Madhevere,c Delany b Little,22,19,4,0,115.78,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,4,Sean Williams,c Tector b Simi Singh,12,11,0,1,109.09,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,5,Sikandar Raza, b Adair,82,48,5,5,170.83,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumba,c Little b Adair,16,14,1,0,114.28,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,7,Ryan Burl,c Adair b Little,1,4,0,0,25.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe,,20,10,3,0,200.00,Not Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,1,Paul Stirling, b Ngarava,0,2,0,0,0.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,2,Andy Balbirnie,c Ervine b Muzarabani,3,4,0,0,75.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,3,Lorcan Tucker, b Ngarava,11,11,2,0,100.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,4,Harry Tector,c Ervine b Muzarabani,1,4,0,0,25.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,5,Curtis Campher, b Williams,27,22,1,0,122.72,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,6,George Dockrell, b Sikandar Raza,24,20,3,0,120.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,7,Gareth Delany,c Shumba b Chatara,24,20,1,1,120.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,8,Mark Adair,c Sikandar Raza b Muzarabani,9,10,0,1,90.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,9,Simi Singh, b Chatara,0,1,0,0,0.00,Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,10,Barry McCarthy,,22,16,1,2,137.50,Not Out,T20I # 1828
Zimbabwe Vs Ireland,Ireland,11,Josh Little,,7,11,1,0,63.63,Not Out,T20I # 1828
Namibia Vs Netherlands,Namibia,1,Michael van Lingen,c de Leede b Ackermann,20,19,3,0,105.26,Out,T20I # 1830
Namibia Vs Netherlands,Namibia,2,Divan la Cock,c de Leede b Pringle,0,2,0,0,0.00,Out,T20I # 1830
Namibia Vs Netherlands,Namibia,3,Stephan Baard,c Klaassen b van der Merwe,19,22,0,0,86.36,Out,T20I # 1830
Namibia Vs Netherlands,Namibia,4,Jan Nicol Loftie-Eaton,c †Edwards b van Meekeren,0,2,0,0,0.00,Out,T20I # 1830
Namibia Vs Netherlands,Namibia,5,Jan Frylinck,c van Meekeren b de Leede,43,48,1,1,89.58,Out,T20I # 1830
Namibia Vs Netherlands,Namibia,6,Gerhard Erasmus, b de Leede,16,18,0,0,88.88,Out,T20I # 1830
Namibia Vs Netherlands,Namibia,7,David Wiese,,11,5,1,0,220.00,Not Out,T20I # 1830
Namibia Vs Netherlands,Namibia,8,JJ Smit,,5,4,1,0,125.00,Not Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,1,Max O'Dowd,run out (Erasmus),35,35,1,1,100.00,Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,2,Vikramjit Singh,c Loftie-Eaton b Scholtz,39,31,3,2,125.80,Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,3,Bas de Leede,,30,30,2,0,100.00,Not Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,4,Tom Cooper,c van Lingen b Smit,6,6,1,0,100.00,Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,5,Colin Ackermann,c Erasmus b Smit,0,2,0,0,0.00,Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,6,Scott Edwards,c Loftie-Eaton b Frylinck,1,5,0,0,20.00,Out,T20I # 1830
Namibia Vs Netherlands,Netherlands,7,Tim Pringle,,8,9,0,0,88.88,Not Out,T20I # 1830
Sri Lanka Vs U.A.E.,Sri Lanka,1,Pathum Nissanka,c Basil Hameed b Zahoor Khan,74,60,6,2,123.33,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,2,Kusal Mendis,lbw b Aryan Lakra,18,13,2,0,138.46,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,3,Dhananjaya de Silva,run out (Muhammad Waseem/Aayan Afzal Khan),33,21,3,1,157.14,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,4,Bhanuka Rajapaksa,c Kashif Daud b Meiyappan,5,8,0,0,62.50,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,5,Charith Asalanka,c †Aravind b Meiyappan,0,1,0,0,0.00,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,6,Dasun Shanaka, b Meiyappan,0,1,0,0,0.00,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,7,Wanindu Hasaranga de Silva,c Basil Hameed b Aayan Afzal Khan,2,3,0,0,66.66,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,8,Chamika Karunaratne,c Kashif Daud b Zahoor Khan,8,11,1,0,72.72,Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,9,Pramod Madushan,,1,1,0,0,100.00,Not Out,T20I # 1832
Sri Lanka Vs U.A.E.,Sri Lanka,10,Dushmantha Chameera,,1,1,0,0,100.00,Not Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,1,Muhammad Waseem, b Chameera,2,4,0,0,50.00,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,2,Chirag Suri, b Pramod Madushan,14,19,3,0,73.68,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,3,Aryan Lakra, b Chameera,1,3,0,0,33.33,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,4,Chundangapoyil Rizwan,c Rajapaksa b Chameera,1,3,0,0,33.33,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,5,Vriitya Aravind,lbw b PWH de Silva,9,18,1,0,50.00,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,6,Basil Hameed,c DM de Silva b Shanaka,2,6,0,0,33.33,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,7,Aayan Afzal Khan, b PWH de Silva,19,21,1,0,90.47,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,8,Kashif Daud,lbw b PWH de Silva,0,4,0,0,0.00,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,9,Karthik Meiyappan,st †Mendis b Theekshana,4,8,0,0,50.00,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,10,Junaid Siddique,c Nissanka b Theekshana,18,16,1,1,112.50,Out,T20I # 1832
Sri Lanka Vs U.A.E.,U.A.E.,11,Zahoor Khan,,1,1,0,0,100.00,Not Out,T20I # 1832
Scotland Vs Ireland,Scotland,1,George Munsey,lbw b Adair,1,2,0,0,50.00,Out,T20I # 1833
Scotland Vs Ireland,Scotland,2,Michael Jones,c Adair b Little,86,55,6,4,156.36,Out,T20I # 1833
Scotland Vs Ireland,Scotland,3,Matthew Cross,c McCarthy b Campher,28,21,5,0,133.33,Out,T20I # 1833
Scotland Vs Ireland,Scotland,4,Richie Berrington,c Dockrell b Campher,37,27,3,1,137.03,Out,T20I # 1833
Scotland Vs Ireland,Scotland,5,Michael Leask,,17,13,2,0,130.76,Not Out,T20I # 1833
Scotland Vs Ireland,Scotland,6,Calum MacLeod,run out (†Tucker),0,3,0,0,0.00,Out,T20I # 1833
Scotland Vs Ireland,Ireland,1,Paul Stirling,c †Cross b Sharif,8,10,1,0,80.00,Out,T20I # 1833
Scotland Vs Ireland,Ireland,2,Andy Balbirnie,c Jones b Wheal,14,12,2,0,116.66,Out,T20I # 1833
Scotland Vs Ireland,Ireland,3,Lorcan Tucker,c Davey b Watt,20,17,2,0,117.64,Out,T20I # 1833
Scotland Vs Ireland,Ireland,4,Harry Tector,c Greaves b Leask,14,16,1,0,87.50,Out,T20I # 1833
Scotland Vs Ireland,Ireland,5,Curtis Campher,,72,32,7,2,225.00,Not Out,T20I # 1833
Scotland Vs Ireland,Ireland,6,George Dockrell,,39,27,4,1,144.44,Not Out,T20I # 1833
West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers,c †Chakabva b Muzarabani,13,12,2,0,108.33,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,2,Johnson Charles,run out (Munyonga/Williams),45,36,3,2,125.00,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,3,Evin Lewis,c Shumba b Sikandar Raza,15,18,1,0,83.33,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,4,Nicholas Pooran,c & b Williams,7,9,0,0,77.77,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,5,Rovman Powell,c Ngarava b Muzarabani,28,21,1,2,133.33,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,6,Shamarh Brooks,lbw b Sikandar Raza,0,3,0,0,0.00,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,7,Jason Holder,c & b Sikandar Raza,4,3,0,0,133.33,Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,8,Akeal Hosein,,23,18,2,0,127.77,Not Out,T20I # 1834
West Indies Vs Zimbabwe,West Indies,9,Odean Smith,,1,2,0,0,50.00,Not Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,c Lewis b Holder,27,19,3,1,142.10,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chakabva, b Joseph,13,9,3,0,144.44,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyonga, b Joseph,2,6,0,0,33.33,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,4,Sean Williams,c †Pooran b McCoy,1,2,0,0,50.00,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,c Powell b Smith,14,8,1,1,175.00,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumba,c Brooks b Hosein,2,9,0,0,22.22,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,7,Ryan Burl,lbw b Holder,17,19,3,0,89.47,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe, b Joseph,29,22,3,1,131.81,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,9,Richard Ngarava, b Joseph,2,6,0,0,33.33,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,10,Tendai Chatara, b Holder,3,8,0,0,37.50,Out,T20I # 1834
West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,,1,4,0,0,25.00,Not Out,T20I # 1834
Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka, b van Meekeren,14,21,0,1,66.66,Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis,c sub (LV van Beek) b van der Gugten,79,44,5,5,179.54,Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva,lbw b van Meekeren,0,1,0,0,0.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka,c †Edwards b de Leede,31,30,3,0,103.33,Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa,c Pringle b de Leede,19,13,2,0,146.15,Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka,c Ackermann b Klaassen,8,5,0,1,160.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga de Silva,,5,4,0,0,125.00,Not Out,T20I # 1835
Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne,,2,2,0,0,100.00,Not Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,,71,53,6,3,133.96,Not Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,c Shanaka b Theekshana,7,14,0,0,50.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede,c †Mendis b Kumara,14,10,1,1,140.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann,c & b PWH de Silva,0,1,0,0,0.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper, b Theekshana,16,19,2,0,84.21,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards, b Fernando,21,15,3,0,140.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,run out (DM de Silva),2,4,0,0,50.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten, b PWH de Silva,0,1,0,0,0.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen, b PWH de Silva,3,3,0,0,100.00,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,run out (Shanaka),0,0,0,0,-,Out,T20I # 1835
Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe,,0,1,0,0,0.00,Not Out,T20I # 1835
U.A.E. Vs Namibia,U.A.E.,1,Muhammad Waseem,c Trumpelmann b Shikongo,50,41,1,3,121.95,Out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,2,Vriitya Aravind,c van Lingen b Scholtz,21,32,2,0,65.62,Out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,3,Chundangapoyil Rizwan,,43,29,3,1,148.27,Not Out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,4,Alishan Sharafu,c †Green b Wiese,4,4,0,0,100.00,Out,T20I # 1836
U.A.E. Vs Namibia,U.A.E.,5,Basil Hameed,,25,14,2,2,178.57,Not Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,1,Michael van Lingen,c Sharafu b Basil Hameed,10,8,1,0,125.00,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,2,Stephan Baard,c Ahmed Raza b Junaid Siddique,4,6,1,0,66.66,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton,lbw b Basil Hameed,1,6,0,0,16.66,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,4,Gerhard Erasmus, b Meiyappan,16,18,2,0,88.88,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,5,Jan Frylinck, b Zahoor Khan,14,17,1,0,82.35,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,6,JJ Smit,run out (Meiyappan/Ahmed Raza),3,3,0,0,100.00,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,7,David Wiese,c Sharafu b Muhammad Waseem,55,36,3,3,152.77,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,8,Zane Green, b Zahoor Khan,2,3,0,0,66.66,Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,9,Ruben Trumpelmann,,25,24,1,1,104.16,Not Out,T20I # 1836
U.A.E. Vs Namibia,Namibia,10,Bernard Scholtz,,1,1,0,0,100.00,Not Out,T20I # 1836
West Indies Vs Ireland,West Indies,1,Kyle Mayers,c Tector b McCarthy,1,5,0,0,20.00,Out,T20I # 1837
West Indies Vs Ireland,West Indies,2,Johnson Charles,c Campher b Simi Singh,24,18,3,1,133.33,Out,T20I # 1837
West Indies Vs Ireland,West Indies,3,Evin Lewis,c Adair b Delany,13,18,0,0,72.22,Out,T20I # 1837
West Indies Vs Ireland,West Indies,4,Brandon King,,62,48,6,1,129.16,Not Out,T20I # 1837
West Indies Vs Ireland,West Indies,5,Nicholas Pooran,c Tector b Delany,13,11,0,1,118.18,Out,T20I # 1837
West Indies Vs Ireland,West Indies,6,Rovman Powell,c Tector b Delany,6,8,1,0,75.00,Out,T20I # 1837
West Indies Vs Ireland,West Indies,7,Odean Smith,,19,12,1,2,158.33,Not Out,T20I # 1837
West Indies Vs Ireland,Ireland,1,Paul Stirling,,66,48,6,2,137.50,Not Out,T20I # 1837
West Indies Vs Ireland,Ireland,2,Andy Balbirnie,c Mayers b Hosein,37,23,3,3,160.86,Out,T20I # 1837
West Indies Vs Ireland,Ireland,3,Lorcan Tucker,,45,35,2,2,128.57,Not Out,T20I # 1837
Scotland Vs Zimbabwe,Scotland,1,George Munsey,c Shumba b Ngarava,54,51,7,0,105.88,Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,2,Michael Jones,c Sikandar Raza b Chatara,4,5,1,0,80.00,Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,3,Matthew Cross,c Madhevere b Ngarava,1,7,0,0,14.28,Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,4,Richie Berrington,c Shumba b Sikandar Raza,13,15,0,0,86.66,Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod,c Jongwe b Chatara,25,26,1,0,96.15,Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,6,Michael Leask, b Muzarabani,12,9,2,0,133.33,Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,7,Chris Greaves,,3,7,0,0,42.85,Not Out,T20I # 1838
Scotland Vs Zimbabwe,Scotland,8,Josh Davey,,4,3,0,0,133.33,Not Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva,lbw b Wheal,4,3,1,0,133.33,Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine,c MacLeod b Watt,58,54,6,0,107.40,Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere, b Davey,0,5,0,0,0.00,Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams,c Wheal b Leask,7,12,0,0,58.33,Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,c †Cross b Davey,40,23,3,2,173.91,Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba,,11,11,0,0,100.00,Not Out,T20I # 1838
Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl,,9,5,1,0,180.00,Not Out,T20I # 1838
New Zealand Vs Australia,New Zealand,1,Finn Allen, b Hazlewood,42,16,5,3,262.50,Out,T20I # 1839
New Zealand Vs Australia,New Zealand,2,Devon Conway,,92,58,7,2,158.62,Not Out,T20I # 1839
New Zealand Vs Australia,New Zealand,3,Kane Williamson,lbw b Zampa,23,23,1,1,100.00,Out,T20I # 1839
New Zealand Vs Australia,New Zealand,4,Glenn Phillips,c & b Hazlewood,12,10,2,0,120.00,Out,T20I # 1839
New Zealand Vs Australia,New Zealand,5,James Neesham,,26,13,0,2,200.00,Not Out,T20I # 1839
New Zealand Vs Australia,Australia,1,David Warner, b Southee,5,6,1,0,83.33,Out,T20I # 1839
New Zealand Vs Australia,Australia,2,Aaron Finch,c Williamson b Santner,13,11,1,1,118.18,Out,T20I # 1839
New Zealand Vs Australia,Australia,3,Mitchell Marsh,c Neesham b Southee,16,12,2,1,133.33,Out,T20I # 1839
New Zealand Vs Australia,Australia,4,Glenn Maxwell, b Sodhi,28,20,3,1,140.00,Out,T20I # 1839
New Zealand Vs Australia,Australia,5,Marcus Stoinis,c Phillips b Santner,7,14,0,0,50.00,Out,T20I # 1839
New Zealand Vs Australia,Australia,6,Tim David,c Neesham b Santner,11,8,0,1,137.50,Out,T20I # 1839
New Zealand Vs Australia,Australia,7,Matthew Wade,c †Conway b Ferguson,2,4,0,0,50.00,Out,T20I # 1839
New Zealand Vs Australia,Australia,8,Pat Cummins,c †Conway b Southee,21,18,2,1,116.66,Out,T20I # 1839
New Zealand Vs Australia,Australia,9,Mitchell Starc, b Boult,4,7,0,0,57.14,Out,T20I # 1839
New Zealand Vs Australia,Australia,10,Adam Zampa, b Boult,0,2,0,0,0.00,Out,T20I # 1839
New Zealand Vs Australia,Australia,11,Josh Hazlewood,,1,1,0,0,100.00,Not Out,T20I # 1839
